id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2286-P,76,501.3547843704,TZIKB,Houston,Florida,UK,National Pumpkin Festival,1628 D,1854 B,279,483,-1,Kakai,227.4105193521385,medium
2378-P,77,513.6281813504174,IHTVQ,Chicago,Florida,China,Local Pumpkin Festival,1768 V,1979 B,263,442,17,Munchkin,232.97763403509853,medium
2380-P,69,505.7415549298749,QHXFE,Chicago,Florida,UK,Local Pumpkin Festival,1700 R,1316 J,284,539,-13,Munchkin,229.4003233837518,medium
2870-P,70,487.81322188396007,PFBPP,New York,Florida,USA,Regional Pumpkin Festival,1054 O,1053 A,296,562,-9,Golden Hubbard,221.2681749407892,light
2485-P,12,483.86887870915234,THQNR,Chicago,Texas,China,National Pumpkin Festival,1441 T,1060 F,280,521,-5,Golden Hubbard,219.47905243144183,light
2399-P,52,489.67084172647446,WFPOV,Nottingham,California,USA,National Pumpkin Festival,1551 U,1450 U,269,427,16,Munchkin,222.110776440395,light
2755-P,25,491.4752282973379,LZYYU,New York,Florida,USA,Local Pumpkin Festival,1175 Z,1543 Y,273,482,-1,Orange Bulldog,222.92923175384607,light
2854-P,19,487.4753927744925,UJXSM,Chicago,California,USA,Local Pumpkin Festival,1018 W,1693 V,271,492,-2,Golden Hubbard,221.11493835936759,light
2616-P,67,482.54313687607646,CWSJB,Nottingham,Texas,China,Local Pumpkin Festival,1606 V,1558 R,395,1349,-66,Kakai,218.87770654189328,light
2058-P,56,485.8703672811389,JPILJ,New York,Florida,China,Local Pumpkin Festival,1626 A,1138 X,2,-3,4,Munchkin,220.38691163578636,light
2441-P,20,482.5320671098307,XAUBB,Houston,Texas,China,Local Pumpkin Festival,1896 N,1425 H,284,504,-11,Munchkin,218.8726853844823,light
2900-P,49,474.3947737067938,JWCLE,New York,New York,UK,National Pumpkin Festival,1137 I,1612 H,279,528,-14,Orange Bulldog,215.181674195212,light
2488-P,28,471.2790900552645,TWDAW,Houston,New York,China,Local Pumpkin Festival,1237 D,1133 T,267,447,8,Orange Bulldog,213.76842501634752,light
2551-P,4,475.7025460600853,QAJRG,Nottingham,California,UK,Regional Pumpkin Festival,1662 R,1860 U,271,441,7,Golden Hubbard,215.7748692724862,light
2305-P,80,466.29016337804495,DRSQP,Los Angeles,New York,USA,National Pumpkin Festival,1797 X,1689 M,287,552,-17,Munchkin,211.50548778697416,light
2988-P,14,467.0231270680204,YHVYF,Houston,Florida,UK,Regional Pumpkin Festival,1327 K,1174 J,282,522,-9,Kakai,211.8379542530375,light
2876-P,70,472.9263672435656,UVGXP,Chicago,Florida,UK,Regional Pumpkin Festival,1604 W,1597 B,280,508,-3,Orange Bulldog,214.5156167707434,light
2056-P,38,478.1031120335683,DQRFB,Chicago,Florida,UK,Local Pumpkin Festival,1652 U,1643 R,267,458,1,Orange Bulldog,216.8637467935303,light
2799-P,13,474.74410828296095,NQGZY,Chicago,Florida,UK,Local Pumpkin Festival,1220 I,1706 J,288,525,-8,Munchkin,215.3401295642848,light
2183-P,79,474.0203957725316,JEBTJ,Paris,Florida,USA,Regional Pumpkin Festival,1751 X,1766 Y,266,453,0,Orange Bulldog,215.01185935925415,light
2177-P,22,460.2134921150282,YXDUP,Houston,New York,UK,National Pumpkin Festival,1709 S,1813 F,-4,4,3,Munchkin,208.74915831543987,light
2071-P,68,467.95856563188136,BOTZO,Los Angeles,Florida,UK,Regional Pumpkin Festival,1438 K,1570 Q,275,465,-4,Golden Hubbard,212.26226170209634,light
2133-P,51,461.0150272268802,VJYUJ,Chicago,California,USA,National Pumpkin Festival,1184 A,1982 H,269,465,1,Orange Bulldog,209.11272822989503,light
2610-P,96,453.6354276360944,BMVUX,Nottingham,New York,UK,Regional Pumpkin Festival,1643 C,1208 F,268,450,2,Munchkin,205.76540089231133,light
2907-P,45,457.3112405370921,KYTEX,New York,New York,USA,Regional Pumpkin Festival,1568 T,1460 L,3,3,-2,Orange Bulldog,207.43272021770068,light
2211-P,48,464.5791505351663,MJMLY,Paris,California,UK,Local Pumpkin Festival,1307 H,1379 T,260,408,18,Golden Hubbard,210.72938604954717,light
2722-P,29,461.3721931036562,EBKAP,Los Angeles,Florida,USA,National Pumpkin Festival,1147 A,1626 U,262,431,2,Orange Bulldog,209.2747358142736,light
2310-P,52,452.8533982317895,GMUJQ,Paris,California,China,Local Pumpkin Festival,1134 G,1966 M,260,430,6,Golden Hubbard,205.41067861075388,light
2608-P,84,459.2132348939776,AWQVI,Nottingham,Florida,USA,Regional Pumpkin Festival,1364 O,1304 H,277,516,-15,Golden Hubbard,208.29544964202907,light
2240-P,35,440.55435912217945,WEMDH,Houston,Florida,China,Local Pumpkin Festival,1718 G,2000 W,-3,0,-1,Munchkin,199.8319328629476,light
2545-P,10,447.310036060214,CJGNP,New York,Florida,UK,Local Pumpkin Festival,1813 D,1229 M,248,361,28,Kakai,202.89625387662457,light
2714-P,44,445.8529313076288,DBZNP,Houston,Texas,USA,National Pumpkin Festival,1666 V,1206 P,266,410,9,Kakai,202.23532281768996,light
2731-P,47,443.3302746284753,GGWQM,New York,Florida,UK,Regional Pumpkin Festival,1595 O,1449 A,0,3,-1,Kakai,201.09106592927938,light
2725-P,66,451.53699696529657,ZEZMS,Los Angeles,New York,UK,National Pumpkin Festival,1878 U,1685 A,260,427,8,Orange Bulldog,204.8135695274828,light
2776-P,97,435.74359051976353,VYWON,Chicago,Texas,USA,Regional Pumpkin Festival,1949 B,1174 Q,258,386,13,Kakai,197.64980671104058,light
2732-P,75,445.8319567045197,JEDQT,Chicago,Texas,USA,Local Pumpkin Festival,1227 L,1242 N,5,2,4,Kakai,202.22580890551652,light
2009-P,35,448.3567158430815,GHFQT,Chicago,Texas,China,Regional Pumpkin Festival,1963 T,1351 X,270,447,-3,Munchkin,203.371019452695,light
2615-P,8,449.4811743481085,IYQRN,New York,California,UK,Local Pumpkin Festival,1048 V,1990 K,5,-5,1,Kakai,203.88106483490722,light
2595-P,57,436.29228480532765,ZYRZF,Chicago,Texas,USA,Regional Pumpkin Festival,1291 F,1978 Y,269,457,-7,Kakai,197.89869004941818,light
2865-P,23,436.5792973591015,SNGPH,Nottingham,Texas,UK,Local Pumpkin Festival,1260 S,1577 T,254,388,18,Golden Hubbard,198.02887664770955,light
2225-P,45,438.3741131853312,ZGUHJ,Houston,Texas,China,National Pumpkin Festival,1618 B,1560 R,251,378,15,Golden Hubbard,198.84299074796076,light
2085-P,19,428.1371132582426,SPDUS,Houston,New York,USA,National Pumpkin Festival,1518 A,1736 V,-2,5,4,Orange Bulldog,194.19956947703278,light
2519-P,8,430.7406750582159,KKXMP,Houston,California,China,Local Pumpkin Festival,1469 G,1165 T,266,458,-9,Golden Hubbard,195.38052428100627,light
2404-P,13,445.1022737501189,RBMUS,New York,California,USA,Local Pumpkin Festival,1370 N,1265 C,260,392,15,Orange Bulldog,201.89483055486394,light
2892-P,20,430.4774379897863,RJMYW,Houston,Florida,UK,National Pumpkin Festival,1180 V,1882 F,262,415,2,Orange Bulldog,195.26112205266315,light
2638-P,48,435.343742229417,DFORA,Chicago,Florida,USA,National Pumpkin Festival,1917 N,1479 U,249,379,13,Munchkin,197.4684387253257,light
2689-P,20,414.2767285967246,BMPBL,Houston,California,China,Local Pumpkin Festival,1989 Q,1803 Q,253,392,4,Munchkin,187.9126098776455,light
2983-P,51,422.1066093882546,SGQRU,Nottingham,California,USA,Regional Pumpkin Festival,1344 M,1574 K,272,480,-9,Kakai,191.46418116563717,light
2559-P,50,422.26042334828526,ERGPG,Paris,New York,China,National Pumpkin Festival,1490 O,1965 H,266,437,-1,Munchkin,191.5339499473954,light
2672-P,3,430.5366524066776,NPQAA,Houston,Florida,China,Local Pumpkin Festival,1747 Y,1504 X,268,442,-11,Orange Bulldog,195.2879812384497,light
2463-P,72,429.2835040483624,JKPZD,Houston,Florida,China,Regional Pumpkin Festival,1911 Y,1871 K,264,423,4,Munchkin,194.71956316830477,light
2058-P,12,415.71546832844615,FZWIH,New York,New York,China,Regional Pumpkin Festival,1472 F,1063 K,1,-1,-1,Golden Hubbard,188.56521071003655,light
2965-P,51,420.69485929235816,MOEGI,Chicago,Florida,China,Regional Pumpkin Festival,1817 E,1355 B,254,403,3,Kakai,190.82382261613932,light
2425-P,58,413.8413201496005,AFSIZ,Chicago,Texas,UK,Regional Pumpkin Festival,1327 Z,1627 A,257,415,4,Munchkin,187.71511208929758,light
2732-P,95,403.6137905744836,BOWZW,New York,New York,UK,National Pumpkin Festival,1075 K,1362 B,254,395,3,Golden Hubbard,183.07598649426114,light
2590-P,49,399.9665301414207,VDSIB,Chicago,Florida,China,Regional Pumpkin Festival,1382 Y,1913 K,259,373,10,Kakai,181.4216183399073,light
2017-P,89,412.7155497496948,ESMOB,Paris,California,China,Regional Pumpkin Festival,1131 E,1554 O,1,1,4,Munchkin,187.20447164206357,light
2016-P,23,402.13906810898334,LNXSN,Nottingham,New York,China,Local Pumpkin Festival,1344 T,1070 Y,270,445,-7,Golden Hubbard,182.40706418168998,light
2710-P,72,404.3889907998964,PSPMG,Paris,New York,China,Local Pumpkin Festival,1128 S,1420 Y,267,434,-8,Orange Bulldog,183.42761111490663,light
2250-P,4,392.20077783148736,ZAQFW,Nottingham,California,UK,Regional Pumpkin Festival,1098 U,1856 N,259,410,-4,Golden Hubbard,177.89913521814,light
2795-P,52,390.5550312746316,HXFPB,Los Angeles,California,USA,Regional Pumpkin Festival,1361 J,1197 E,262,403,-6,Golden Hubbard,177.15263774592268,light
2718-P,9,391.9631492095068,ZGUWA,Houston,California,USA,National Pumpkin Festival,1609 O,1048 I,261,422,-4,Kakai,177.7913487762386,light
2278-P,31,381.6809324685484,ZMVKK,Chicago,New York,USA,National Pumpkin Festival,1533 Z,1095 N,3,3,-5,Orange Bulldog,173.1274175202738,light
2712-P,84,378.0065182456746,FJUYK,Paris,New York,USA,Local Pumpkin Festival,1819 A,1270 N,246,365,12,Golden Hubbard,171.46073262409203,light
2375-P,28,389.86555133759975,RVBCF,Nottingham,California,USA,Regional Pumpkin Festival,1794 I,1170 A,264,418,-9,Orange Bulldog,176.83989516232455,light
2328-P,26,381.1750156050548,GHSSM,Nottingham,Florida,UK,National Pumpkin Festival,1220 M,1978 Z,5,3,5,Munchkin,172.89793767832802,light
2495-P,63,390.4994297379628,EJYDP,New York,Florida,USA,Local Pumpkin Festival,1555 K,1849 J,263,407,0,Kakai,177.12741733370203,light
2675-P,11,387.9943871371448,ZVIWJ,Chicago,California,UK,Local Pumpkin Festival,1055 K,1582 O,251,384,-2,Munchkin,175.9911500503118,light
2855-P,40,386.3428574129939,ZNNFZ,Los Angeles,California,USA,Regional Pumpkin Festival,1412 F,1205 T,265,419,-8,Munchkin,175.24202937967473,light
2964-P,97,378.47667963337153,KQSZQ,Chicago,California,UK,National Pumpkin Festival,1187 S,1360 P,251,388,-3,Golden Hubbard,171.67399406826027,light
2723-P,31,381.62826472055167,ROREV,Nottingham,California,UK,Local Pumpkin Festival,1094 B,1513 K,247,363,1,Kakai,173.10352785112448,light
2641-P,21,373.2694569621235,WGTWR,Houston,California,China,Local Pumpkin Festival,1393 T,1942 T,257,387,-1,Kakai,169.31203952236353,light
2644-P,71,366.44251723680645,XVYFZ,Chicago,Texas,China,Regional Pumpkin Festival,1091 H,1522 K,4,0,-1,Kakai,166.2153942784775,light
2976-P,64,379.5544437943026,OWMYT,New York,Florida,UK,Regional Pumpkin Festival,1341 V,1137 P,-5,-4,2,Munchkin,172.1628592695453,light
2427-P,22,365.91442709341646,KPJZU,Paris,Texas,USA,Regional Pumpkin Festival,1148 S,1492 N,251,375,-2,Munchkin,165.97585681415697,light
2545-P,86,379.7675085496157,AIMEJ,New York,Florida,China,Local Pumpkin Festival,1291 P,1498 Q,4,2,-5,Kakai,172.25950373803727,light
2741-P,90,364.4254119824618,EPVNL,Los Angeles,Florida,China,Local Pumpkin Festival,1748 O,1810 C,253,362,2,Kakai,165.3004514719488,light
2909-P,74,361.0139671796933,LVFRI,Nottingham,Florida,China,National Pumpkin Festival,1353 H,1313 P,259,398,-5,Munchkin,163.75304740097144,light
2892-P,11,378.4330075578764,FSYAG,New York,Texas,China,Regional Pumpkin Festival,1163 R,1513 W,250,368,4,Golden Hubbard,171.65418476419228,light
2198-P,45,368.432646740973,LLFUW,Houston,California,China,National Pumpkin Festival,1699 X,1523 R,-4,5,5,Kakai,167.11810110053142,light
2080-P,66,371.89470292348415,OYJSX,Nottingham,Florida,USA,Local Pumpkin Festival,1204 S,1365 Q,268,422,-16,Munchkin,168.688462088469,light
2847-P,22,373.3751349784434,WOCOK,New York,Florida,UK,Local Pumpkin Festival,1009 M,1199 S,231,307,19,Kakai,169.35997422514208,light
2500-P,13,368.4647911492736,YHXFZ,Chicago,Texas,China,Regional Pumpkin Festival,1527 B,1567 K,255,393,-7,Kakai,167.1326815469813,light
2189-P,75,352.7193923732266,AYNXF,Paris,Florida,USA,Local Pumpkin Festival,1583 Z,1549 L,248,330,12,Munchkin,159.99069462535658,light
2233-P,5,365.1437679659575,BBUJO,Nottingham,Texas,USA,National Pumpkin Festival,1234 X,1422 A,248,330,9,Munchkin,165.6262919992146,light
2321-P,46,350.59345201980324,EOCKC,Chicago,Florida,China,National Pumpkin Festival,1105 B,1090 W,249,335,8,Kakai,159.0263850885666,light
2621-P,34,356.9214130593464,XRCBM,New York,California,USA,Local Pumpkin Festival,1658 M,1693 L,240,316,15,Golden Hubbard,161.89669759241505,light
2769-P,32,355.60700834169984,YADIA,Nottingham,California,China,Regional Pumpkin Festival,1290 K,1540 A,249,352,6,Munchkin,161.3004941277283,light
2628-P,66,357.2601163178682,KCBUX,New York,Texas,UK,Local Pumpkin Festival,2000 I,1965 B,251,365,2,Golden Hubbard,162.05033068085447,light
2748-P,28,347.5354796692729,ZIEYR,Nottingham,Florida,China,National Pumpkin Festival,1824 M,1177 N,250,360,-3,Golden Hubbard,157.6393132941448,light
2010-P,64,346.93799150493,DBVAW,Chicago,New York,UK,National Pumpkin Festival,1950 M,1268 Y,275,452,-23,Munchkin,157.3682974427042,light
2281-P,18,353.7138662477955,VGLIN,Houston,New York,UK,Regional Pumpkin Festival,1978 L,1454 Y,241,319,4,Golden Hubbard,160.44178001907005,light
2947-P,11,349.5412258571014,KYPHJ,Houston,California,China,Regional Pumpkin Festival,1835 A,1359 T,-3,-2,1,Golden Hubbard,158.54910371897432,light
2648-P,3,341.18154903594404,BOGHA,Paris,New York,UK,Local Pumpkin Festival,1012 R,1016 W,251,357,0,Kakai,154.75722119031192,light
2994-P,7,337.88771079853177,DIYWN,Chicago,Texas,USA,Local Pumpkin Festival,1665 V,1714 I,-5,5,3,Golden Hubbard,153.26316251652761,light
2634-P,60,341.02467241305857,UNZNE,Houston,New York,China,Regional Pumpkin Festival,1422 A,1517 J,251,339,5,Kakai,154.68606320918406,light
2181-P,88,338.45693959575146,FGWSE,Los Angeles,Texas,China,Local Pumpkin Festival,1656 Q,1803 G,239,315,8,Kakai,153.5213601451161,light
2840-P,5,334.3584302198142,ZKCJD,Los Angeles,California,USA,Regional Pumpkin Festival,1359 C,1302 F,238,324,-4,Munchkin,151.66230908026594,light
2970-P,87,335.892739164643,TMWTW,Chicago,New York,UK,Regional Pumpkin Festival,1346 E,1829 S,244,329,1,Golden Hubbard,152.35825934316875,light
2131-P,65,317.342688488774,SALUP,Los Angeles,New York,USA,National Pumpkin Festival,1696 R,1983 S,235,305,5,Munchkin,143.94410475699996,light
2057-P,93,316.3793492794037,KNHWC,Chicago,Florida,USA,Regional Pumpkin Festival,1675 Z,1086 H,240,321,3,Munchkin,143.50714179834327,light
2084-P,6,330.2832807134837,DTIOG,Paris,California,UK,Regional Pumpkin Festival,1357 E,1885 P,3,-1,-1,Orange Bulldog,149.81385386539048,light
2999-P,37,320.6232071137056,NYVVM,Nottingham,Florida,China,National Pumpkin Festival,1364 F,1210 W,227,272,24,Munchkin,145.43212176111993,light
2198-P,10,327.00811276063325,IWCRM,Paris,New York,UK,National Pumpkin Festival,1078 J,1791 G,273,451,-31,Kakai,148.32826388332117,light
2961-P,23,326.3872485011816,LFWCZ,Nottingham,Texas,UK,Local Pumpkin Festival,1837 O,1392 R,246,347,0,Golden Hubbard,148.04664482214795,light
2959-P,94,322.5846306970343,VRGAV,Chicago,California,UK,Local Pumpkin Festival,1056 D,1066 G,0,5,2,Golden Hubbard,146.32180780712918,light
2171-P,21,315.2172327311709,HCUZV,Houston,Florida,China,Local Pumpkin Festival,1692 X,1425 U,-4,4,-4,Orange Bulldog,142.98001502899726,light
2522-P,12,325.2522876635194,EXXSH,Chicago,Texas,UK,Regional Pumpkin Festival,1446 C,1627 W,237,294,3,Orange Bulldog,147.53183566587109,light
2843-P,77,324.14609586820006,CEBAP,Nottingham,Florida,USA,Local Pumpkin Festival,1144 F,1112 S,-3,-3,-4,Munchkin,147.0300759170486,light
2707-P,41,317.3255723975599,VYNEH,New York,New York,USA,National Pumpkin Festival,1565 U,1652 O,4,-3,-3,Kakai,143.93634103495398,light
2590-P,100,307.253783297725,HUENR,Los Angeles,Florida,USA,Regional Pumpkin Festival,1508 J,1309 R,1128,11031,-99,Orange Bulldog,139.3678580735817,light
2140-P,25,323.3375694472343,JNEDI,Chicago,New York,China,National Pumpkin Festival,1985 N,1765 B,319,767,-58,Munchkin,146.6633348007099,light
2423-P,61,321.8669255506247,QQJEH,Los Angeles,Texas,China,Local Pumpkin Festival,1494 K,1035 K,238,313,-3,Golden Hubbard,145.99626249435897,light
2830-P,23,319.26103755272925,DIESK,New York,New York,China,Regional Pumpkin Festival,1520 A,1582 B,248,340,-3,Munchkin,144.81425254561756,light
2825-P,91,319.4380644224584,XEXHL,New York,California,China,Regional Pumpkin Festival,1902 U,1827 I,248,330,-6,Kakai,144.89455051751176,light
2070-P,35,307.21059181634337,PCEVG,Chicago,Florida,UK,Regional Pumpkin Festival,1712 L,1360 L,231,290,5,Orange Bulldog,139.34826676315882,light
2099-P,5,311.2083652345464,GOHNJ,Houston,New York,USA,Regional Pumpkin Festival,1967 H,1146 R,225,265,19,Kakai,141.16162480346838,light
2680-P,8,300.92915764208885,QWYNA,Houston,New York,UK,Local Pumpkin Festival,1098 O,1795 W,237,285,12,Kakai,136.49905847319036,light
2268-P,22,316.5078793652356,LHCTK,Nottingham,Texas,USA,National Pumpkin Festival,1713 A,1668 H,245,322,-10,Orange Bulldog,143.56544201703596,light
2031-P,12,301.5544537190348,MQXKA,Nottingham,Texas,China,National Pumpkin Festival,1968 J,1877 A,227,291,6,Orange Bulldog,136.78268777132445,light
2672-P,36,302.24803834855555,KJDOJ,New York,Florida,USA,Regional Pumpkin Festival,1392 Y,1394 B,4,5,-2,Munchkin,137.097292210598,light
2345-P,65,309.74374314956367,LKCZV,New York,New York,USA,Regional Pumpkin Festival,1081 F,1195 J,228,283,4,Munchkin,140.4972839426969,light
2900-P,19,304.3433539038524,KUZDC,New York,New York,UK,Local Pumpkin Festival,1102 O,1829 J,-2,-1,4,Kakai,138.04771058395622,light
2887-P,5,303.03903296682984,XAJTA,New York,Florida,USA,National Pumpkin Festival,1020 F,1782 F,-3,-2,2,Kakai,137.45608104149028,light
2990-P,24,295.4854364335537,PCBCQ,Paris,Texas,China,Local Pumpkin Festival,1974 H,1829 D,241,307,0,Orange Bulldog,134.02983008276848,light
2230-P,61,298.00458054523915,PBHEZ,Nottingham,Texas,China,Regional Pumpkin Festival,1682 U,1513 U,238,301,0,Golden Hubbard,135.1724936986761,light
2115-P,81,291.6799589853734,ESAVG,Nottingham,California,UK,Regional Pumpkin Festival,1207 E,1476 G,237,301,1,Golden Hubbard,132.3036959560935,light
2044-P,5,292.6708456231281,HZIKV,Chicago,Texas,UK,Local Pumpkin Festival,1024 G,1841 G,227,284,8,Munchkin,132.75315420788593,light
2403-P,99,293.4898772621528,XXLAI,Houston,New York,China,National Pumpkin Festival,1821 M,1154 U,-2,4,-5,Orange Bulldog,133.1246604070944,light
2533-P,73,299.4646951314062,TCQFQ,Los Angeles,Florida,USA,Regional Pumpkin Festival,1492 F,1552 D,231,267,11,Kakai,135.8347899940448,light
2756-P,49,287.234240132384,TZHOZ,Los Angeles,Florida,USA,National Pumpkin Festival,1744 I,1696 D,229,285,0,Kakai,130.28715345012833,light
2276-P,43,293.65984553638845,YAZOJ,Houston,New York,China,Local Pumpkin Festival,1422 T,1428 F,227,287,3,Orange Bulldog,133.2017566565415,light
2757-P,17,295.63724442385137,AFGOG,Los Angeles,California,China,National Pumpkin Festival,1924 Q,1458 K,236,311,-4,Munchkin,134.0986889727036,light
2551-P,58,283.277020663023,GBVLR,Nottingham,Texas,USA,Local Pumpkin Festival,1702 I,1672 G,225,273,2,Kakai,128.49219035658192,light
2474-P,62,289.9010500116274,HSSYO,Houston,California,China,Regional Pumpkin Festival,1627 X,1338 A,236,304,-2,Golden Hubbard,131.4967970768741,light
2773-P,80,287.6574420148507,WSGZO,Chicago,New York,UK,Local Pumpkin Festival,1680 B,1702 L,247,340,-17,Munchkin,130.47911443840016,light
2000-P,77,293.71946713142097,DAMPR,Houston,California,USA,National Pumpkin Festival,1312 Z,1244 Y,1,0,-1,Munchkin,133.2288005350755,light
2596-P,36,286.54578165430576,AVLGT,Chicago,Florida,USA,Regional Pumpkin Festival,1727 Z,1906 J,-5,4,-5,Munchkin,129.97487419213985,light
2814-P,82,294.0733832571656,WQSTJ,Los Angeles,Florida,USA,Local Pumpkin Festival,1775 A,1777 U,231,283,-1,Golden Hubbard,133.38933405838424,light
2935-P,9,279.6535839382559,WAYEY,Paris,Texas,USA,Local Pumpkin Festival,1242 G,1756 T,244,315,-8,Munchkin,126.84862844572137,light
2773-P,33,274.3134235423058,XJFAR,Chicago,Florida,China,Regional Pumpkin Festival,1801 D,1708 K,227,276,-3,Orange Bulldog,124.42637441140158,light
2355-P,19,290.5700991461053,JOVJS,Houston,California,UK,Regional Pumpkin Festival,1821 I,1978 N,228,259,6,Munchkin,131.8002724118802,light
2834-P,87,271.8460741005838,EJKLU,Paris,Florida,USA,Local Pumpkin Festival,1863 F,1539 B,1,0,4,Golden Hubbard,123.307204443432,light
2851-P,89,282.17213505413383,TGWZH,New York,Florida,UK,National Pumpkin Festival,1933 Z,1836 S,-5,-1,-2,Kakai,127.99102308347467,light
2075-P,15,271.5040077297017,QVSNH,Nottingham,Texas,UK,Local Pumpkin Festival,1338 H,1149 Q,-2,-1,0,Golden Hubbard,123.15204587413085,light
2310-P,75,279.8068661974743,CWWCQ,Nottingham,New York,UK,Local Pumpkin Festival,1086 X,1654 O,225,278,-4,Golden Hubbard,126.91815605224475,light
2964-P,53,268.46932936646044,YRRTD,Chicago,Florida,USA,Regional Pumpkin Festival,1428 T,1631 T,237,296,-4,Orange Bulldog,121.77554004599152,light
2895-P,95,275.7370480261743,RGXAW,Los Angeles,Florida,China,Regional Pumpkin Festival,1130 P,1734 Z,226,257,2,Kakai,125.07211908828846,light
2017-P,35,278.66485849618914,TYCOQ,New York,California,USA,Local Pumpkin Festival,1991 V,1200 W,1,-4,-3,Orange Bulldog,126.40015049500342,light
2585-P,7,266.9589919773862,DXVTD,Los Angeles,California,USA,National Pumpkin Festival,1478 V,1896 G,232,307,-7,Orange Bulldog,121.09046308900655,light
2294-P,79,271.59072190057486,EUFBI,Houston,California,UK,National Pumpkin Festival,1614 G,1732 B,241,304,-6,Munchkin,123.19137872832555,light
2202-P,75,265.4375633992255,LWVHE,Los Angeles,New York,USA,National Pumpkin Festival,1983 H,1539 S,220,254,4,Golden Hubbard,120.40035525738149,light
2637-P,97,262.2586411945522,MQZVM,New York,Florida,UK,Local Pumpkin Festival,1907 D,1481 B,213,236,16,Kakai,118.95842157671932,light
2486-P,40,268.1799640869722,ZWETX,Los Angeles,Florida,USA,Regional Pumpkin Festival,1519 C,1061 C,4,2,3,Orange Bulldog,121.64428627013788,light
2976-P,14,255.361341063492,UDROD,Los Angeles,Florida,USA,National Pumpkin Festival,1861 J,1504 N,222,267,-3,Kakai,115.82986141567146,light
2506-P,87,265.80437638107685,HEXYD,Paris,Florida,USA,National Pumpkin Festival,1568 F,1555 L,214,228,18,Kakai,120.56673869144541,light
2729-P,100,263.37117063160986,UAMTZ,Paris,Florida,USA,Local Pumpkin Festival,1843 E,1699 N,-2,-5,5,Orange Bulldog,119.46305602913317,light
2782-P,6,261.70578711945564,CIHTZ,Chicago,Texas,UK,National Pumpkin Festival,1657 H,1838 L,234,297,-13,Kakai,118.70765139108812,light
2278-P,55,267.64914225414395,TZTDW,Nottingham,New York,China,Local Pumpkin Festival,1852 M,1256 W,226,258,-2,Orange Bulldog,121.40350973334166,light
2034-P,3,252.4451287180185,EGITQ,Chicago,Texas,China,National Pumpkin Festival,1308 E,1331 R,211,229,16,Golden Hubbard,114.50709082546345,light
2308-P,86,249.7883677372709,JPFXP,New York,Texas,China,Local Pumpkin Festival,1618 C,1054 R,218,235,5,Orange Bulldog,113.30200529868418,light
2731-P,31,250.33652913589032,SOUIR,Nottingham,Texas,USA,Local Pumpkin Festival,1542 R,1130 L,-1,-2,4,Munchkin,113.55064692380675,light
2259-P,73,248.22562522627413,QLRKA,Nottingham,Texas,USA,Regional Pumpkin Festival,1634 O,1032 P,236,300,-21,Orange Bulldog,112.59315779763614,light
2648-P,88,255.07902937941253,DMHSU,New York,Texas,UK,Local Pumpkin Festival,1029 M,1047 S,211,231,8,Munchkin,115.70180709426648,light
2070-P,44,256.5323113538325,NSUGQ,Los Angeles,California,USA,National Pumpkin Festival,1603 G,1482 C,232,285,-10,Golden Hubbard,116.36100417160758,light
2595-P,7,255.285389252007,ZPZYI,Nottingham,New York,China,Regional Pumpkin Festival,1917 K,1850 K,216,227,12,Orange Bulldog,115.79541028159636,light
2856-P,33,240.4132887426764,UUTON,Los Angeles,Florida,UK,Local Pumpkin Festival,1549 G,1512 O,220,249,-4,Golden Hubbard,109.04954446736808,light
2117-P,93,244.1103154690936,YVBHT,Houston,New York,UK,National Pumpkin Festival,1518 V,1028 B,5,-4,0,Orange Bulldog,110.7264862142571,light
2276-P,45,252.6779928430915,QZQFN,Chicago,Florida,China,Regional Pumpkin Festival,1459 J,1749 I,221,263,-9,Munchkin,114.61271612968355,light
2305-P,23,254.78440710436556,LKZKP,New York,Florida,UK,National Pumpkin Festival,1079 A,1464 L,234,271,-14,Munchkin,115.56816878728338,light
2917-P,24,255.3945075739175,BMRXD,Chicago,New York,USA,Local Pumpkin Festival,1067 Q,1661 N,229,298,-15,Orange Bulldog,115.8449054794684,light
2849-P,78,241.4572095293552,VSFHO,Nottingham,California,USA,Local Pumpkin Festival,1694 H,1868 T,224,245,-1,Kakai,109.52305858483928,light
2303-P,47,244.56264988798648,WOLHI,Chicago,New York,UK,Regional Pumpkin Festival,1461 V,1444 Q,223,235,1,Kakai,110.93166148799156,light
2823-P,39,232.00437401812525,LLVTF,Houston,California,UK,Regional Pumpkin Festival,1361 Y,1909 C,-1,4,5,Golden Hubbard,105.23532801962946,light
2477-P,18,248.0797387121245,VNBMZ,Chicago,New York,China,Local Pumpkin Festival,1824 D,1104 K,216,235,4,Kakai,112.52698484190998,light
2086-P,87,233.3694203859195,JHMMH,Chicago,New York,UK,Local Pumpkin Festival,1372 H,1828 N,216,244,3,Orange Bulldog,105.85450213169,light
2668-P,55,244.0392940752208,CQTST,Paris,Texas,USA,Local Pumpkin Festival,1313 F,1360 L,214,236,4,Golden Hubbard,110.69427147816755,light
2334-P,62,243.864755984582,WQIYI,Paris,New York,UK,National Pumpkin Festival,1582 O,1571 C,210,224,11,Golden Hubbard,110.61510239655851,light
